tmdb_id,imdb_id,title,original_title,overview,tagline,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,adult,video,status,poster_path,backdrop_path,homepage,genres,genre_ids,production_companies,production_countries,spoken_languages,cast,directors,writers
950387,tt3566834,A Minecraft Movie,A Minecraft Movie,"Four misfits find themselves struggling with ordinary problems when they are suddenly pulled through a mysterious portal into the Overworld: a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a magical quest with an unexpected, expert crafter, Steve.",Be there and be square.,2025-03-31,101,150000000,951514812,167.6677,6.476,1948,False,False,Released,/yFHHfHcUgGAxziP1C3lLt0q2T4s.jpg,/2Nti3gYAX513wvhp8IiLL6ZDyOm.jpg,https://www.minecraft-movie.com,FAMILY|COMEDY|ADVENTURE|FANTASY,10751|35|12|14,Warner Bros. Pictures|Legendary Pictures|Mojang Studios|Vertigo Entertainment|On the Roam|Domain Entertainment,Sweden|United States of America,English,,,
496243,tt6751668,Parasite,기생충,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.",Act like you own the place.,2019-05-30,133,11363000,257591776,26.3798,8.499,19182,False,False,Released,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,/hiKmpZMGZsrkA3cdce8a7Dpos1j.jpg,https://www.parasite-movie.com/,COMEDY|THRILLER|DRAMA,35|53|18,Barunson E&A,South Korea,English|Deutsch|한국어/조선말,,,
120,tt0120737,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",One ring to rule them all.,2001-12-18,179,93000000,871368364,26.0324,8.423,26088,False,False,Released,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,/x2RS3uTcsJJ9IfjNPcgDmukoEcQ.jpg,http://www.lordoftherings.net/,ADVENTURE|FANTASY|ACTION,12|14|28,New Line Cinema|WingNut Films|The Saul Zaentz Company,New Zealand|United States of America,English,,,
667257,tt10032342,Impossible Things,Cosas imposibles,"After the death of her abusive husband, Matilde finds her new best friend in Miguel, her young, insecure, and disoriented neighbor.",There are encounters that change your life,2021-06-17,88,0,0,0.9032,8.43,410,False,False,Released,/t2Ew8NZ8Ci2kqmoecZUNQUFDJnQ.jpg,/bxSBOAD8AuMHYMdW3jso9npAkgt.jpg,,FAMILY|DRAMA,10751|18,Agencia SHA|Alebrije Producciones|Videocine|Estudios Churubusco Azteca,Mexico,Español,,,
122,tt0167260,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",There can be no triumph without loss. No victory without suffering. No freedom without sacrifice.,2003-12-17,201,94000000,1118888979,21.3339,8.487,25197,False,False,Released,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,/2u7zbn8EudG6kLlBzUYqP8RyFU4.jpg,http://www.lordoftherings.net,ADVENTURE|FANTASY|ACTION,12|14|28,New Line Cinema|WingNut Films|The Saul Zaentz Company,New Zealand|United States of America,English,,,
121,tt0167261,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",The fellowship is broken. The power of darkness grows...,2002-12-18,179,79000000,926287400,15.0885,8.407,22677,False,False,Released,/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,/jfEOzpsjc6JDlKhUHb4toWQPt.jpg,http://www.lordoftherings.net/,ADVENTURE|FANTASY|ACTION,12|14|28,New Line Cinema|WingNut Films|The Saul Zaentz Company,New Zealand|United States of America,English,,,
950396,tt13654226,The Gorge,The Gorge,"Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.",The world's most dangerous secret lies between them.,2025-02-13,127,70000000,0,46.96,7.716,2742,False,False,Released,/7iMBZzVZtG0oBug4TfqDb9ZxAOa.jpg,/9nhjGaFLKtddDPtPaX5EmKqsWdH.jpg,https://tv.apple.com/movie/umc.cmc.26o403koqo2klixc0jtqy6tmc,ROMANCE|SCIENCE_FICTION|THRILLER,10749|878|53,Skydance Media|Crooked Highway|Apple Studios,United States of America,English|Lietuvių,,,
637,tt0118799,Life Is Beautiful,La vita è bella,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,"An unforgettable fable that proves love, family and imagination conquer all.",1997-12-20,116,20000000,230098753,9.8387,8.445,13421,False,False,Released,/74hLDKjD5aGYOotO6esUVaeISa2.jpg,/6aNKD81RHR1DqUUa8kOZ1TBY1Lp.jpg,,COMEDY|DRAMA,35|18,Mario e Vittorio Cecchi Gori - C.E.I.A.D.|Melampo Cinematografica,Italy,English|Italiano|Deutsch|Český,,,
724089,tt13535454,Gabriel's Inferno: Part II,Gabriel's Inferno: Part II,"Professor Gabriel Emerson finally learns the truth about Julia Mitchell's identity, but his realization comes a moment too late. Julia is done waiting for the well-respected Dante specialist to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?",,2020-07-31,106,0,0,1.4425,8.376,1525,False,False,Released,/x5o8cLZfEXMoZczTYWLrUo1P7UJ.jpg,/jtAI6OJIWLWiRItNSZoWjrsUtmi.jpg,https://watch.passionflix.com/watch/f299fa17-5a2b-4fee-b53a-a4651747431b,ROMANCE|DRAMA,10749|18,PassionFlix,,English,,,
1414272,tt35544307,Belyas,Belyas,"Audrey Avila, Denise Esteban and Dani Yoshida star as sultry Belyas. A housewife who is tired of her controlling husband takes a different turn when two young prostitutes rent their apartment. As she befriends the two, she begins to admire the sexual freedom they have.",,2025-02-07,70,0,0,47.2074,7.7,7,False,False,Released,/zPIaNQaQKtCIOs95x4GmaJ6omco.jpg,/jbjolEshVFBZiOrCjSMi7EHiYz2.jpg,https://web.vivamax.net/movie/T00062,DRAMA,18,Vivamax,Philippines,,,,
129,tt0245429,Spirited Away,千と千尋の神隠し,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",On the other side of the tunnel was a mysterious town.,2001-07-20,125,19000000,274925095,19.7895,8.536,17239,False,False,Released,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,/m4TUa2ciEWSlk37rOsjiSIvZDXE.jpg,http://movies.disney.com/spirited-away,ANIMATION|FAMILY|FANTASY,16|10751|14,Studio Ghibli,Japan,日本語,,,
128,tt0119698,Princess Mononoke,もののけ姫,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",The fate of the world rests on the courage of one warrior.,1997-07-12,134,23500000,176506186,10.789,8.326,8415,False,False,Released,/cMYCDADoLKLbB83g4WnJegaZimC.jpg,/gl0jzn4BupSbL2qMVeqrjKkF9Js.jpg,http://www.princess-mononoke.com/,ADVENTURE|FANTASY|ANIMATION,12|14|16,Studio Ghibli|Nibariki|dentsu Music and Entertainment|TNDG|Tokuma Shoten|Nippon Television Network Corporation|dentsu,Japan,日本語,,,
1470086,tt36695572,Ligaw,Ligaw,"A sultry woman who charms the hearts of men in a remote province. Dolores, a devoted wife to her paraplegic husband, falls for a young mountaineer. What begins as a reckless escape turns into an affair drenched in passion and secrecy.",,2025-05-09,85,0,0,77.1201,10.0,1,False,False,Released,/yc8V3KEnhvPrzXpdYTXdTvjpOb5.jpg,/heMsXGykub43tU79I9hv6T1vHRc.jpg,,DRAMA|ROMANCE,18|10749,Vivamax,Philippines,,,,
1119878,tt27621210,Ice Road: Vengeance,Ice Road: Vengeance,"Big rig ice road driver Mike McCann travels to Nepal to scatter his late brother’s ashes on Mt. Everest. While on a packed tour bus traversing the deadly 12,000 ft. terrain of the infamous Road to the Sky, McCann and his mountain guide encounter a group of mercenaries and must fight to save themselves, the busload of innocent travelers, and the local villagers’ homeland.",,2025-06-27,0,0,0,7.0747,10.0,2,False,False,Released,/2vHQBX5L4yoExTa55KmGIg2Q5s3.jpg,/962KXsr09uK8wrmUg9TjzmE7c4e.jpg,,ACTION|THRILLER|DRAMA,28|53|18,Code Entertainment|Shivhans Pictures|Envision Media Arts|The Solution,United States of America,English,,,
872585,tt15398776,Oppenheimer,Oppenheimer,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,The world forever changes.,2023-07-19,181,100000000,952000000,42.7615,8.06,10371,False,False,Released,/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,/neeNHeXjMF5fXoCJRsOmkNGC7q.jpg,https://www.universalpictures.com/movies/oppenheimer,DRAMA|HISTORY,18|36,Syncopy|Universal Pictures|Atlas Entertainment|Breakheart Films|Peters Creek Entertainment,United Kingdom|United States of America,Nederlands|English,,,
870028,tt7068946,The Accountant²,The Accountant²,"When an old acquaintance is murdered, Wolff is compelled to solve the case. Realizing more extreme measures are necessary, Wolff recruits his estranged and highly lethal brother, Brax, to help. In partnership with Marybeth Medina, they uncover a deadly conspiracy, becoming targets of a ruthless network of killers who will stop at nothing to keep their secrets buried.",Do you like puzzles?,2025-04-23,133,80000000,102123366,127.039,7.185,982,False,False,Released,/kMDUS7VmFhb2coRfVBoGLR8ADBt.jpg,/yBDvgpyynDsbMyK21FoQu1c2wYR.jpg,https://www.amazon.com/salp/theaccountant2?hhf,MYSTERY|CRIME|THRILLER,9648|80|53,Artists Equity|51 Entertainment|Zero Gravity Management|Filmtribe,United States of America,Español|English|Deutsch,,,
762509,tt13186482,Mufasa: The Lion King,Mufasa: The Lion King,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",The story of an orphan who would be king.,2024-12-18,118,200000000,722631756,47.8854,7.388,2222,False,False,Released,/lurEK87kukWNaHd0zYnsi3yzJrs.jpg,/oHPoF0Gzu8xwK4CtdXDaWdcuZxZ.jpg,https://movies.disney.com/mufasa-the-lion-king,ADVENTURE|FAMILY|ANIMATION,12|10751|16,Walt Disney Pictures,United States of America,English,,,
142,tt0388795,Brokeback Mountain,Brokeback Mountain,"In 1960s Wyoming, two men develop a strong emotional and sexual relationship that endures as a lifelong connection complicating their lives as they get married and start families of their own.",Love is a force of nature.,2005-10-22,134,14000000,178043761,10.4382,7.8,7190,False,False,Released,/aByfQOQBNa4CMFwIgq3QrqY2ZHh.jpg,/vXzqV2RtJlT9WhNEM4NYWCEC6ZI.jpg,https://www.focusfeatures.com/brokeback_mountain,DRAMA|ROMANCE,18|10749,Focus Features|River Road Entertainment|Alberta Film Entertainment,Canada|United States of America,English,,,
826510,tt1609486,Harold and the Purple Crayon,Harold and the Purple Crayon,"Inside of his book, adventurous Harold can make anything come to life simply by drawing it. After he grows up and draws himself off the book's pages and into the physical world, Harold finds he has a lot to learn about real life.",Everything he draws is about to get real.,2024-07-31,90,40000000,32227855,7.0881,6.725,296,False,False,Released,/qtW6bWUEqfPLaD6KnetIlSG4adf.jpg,/biMJPdS7bGW7HQTQrHvXxMqOqdC.jpg,https://www.haroldandthepurplecrayon.movie,FAMILY|COMEDY|ADVENTURE|FANTASY,10751|35|12|14,Davis Entertainment|Columbia Pictures|TSG Entertainment,United States of America,English,,,
1377424,,Victoria,വിക്ടോറിയ,"Victoria, a young beautician in a suburban beauty parlour, decides to elope with her Hindu boyfriend after a fierce clash with her conservative Catholic parents. Amidst the turmoil, a neighbour asks her to temporarily house an offering rooster destined for a festival at St. George church inside the parlour. Juggling the rooster's antics, unexpected clients, and her boyfriend's uncertainty, Victoria grapples with conflicting emotions leading to a day of intense personal and spiritual revelations.",,2024-12-14,84,0,0,44.1766,7.5,2,False,False,Released,/hw09PdM2o7pF1zxn1pM8NTMPzno.jpg,/poWMPKjfUDO96dm1lA3hvbHLbdb.jpg,,DRAMA,18,,,,,,
1315988,tt32095441,Mikaela,Mikaela,"During the eve of the 6th of January, a record-breaking snowstorm sweeps across Spain. In the midst of its chaos, a group of robbers seizes the opportunity to hijack an armoured van. A few meters away is Leo, a finished policeman who has nothing to lose. With the unexpected aid of a young woman, he will try to stop the band from running away with their loot.",A storm. A heist. A cop on the edge.,2025-01-31,90,0,0,82.7994,6.264,55,False,False,Released,/xG8olkWOmoW78GbozKbS2UxYGEo.jpg,/8SaEH4kYCy7JlviyhKtSVsMkt4r.jpg,,ACTION|THRILLER,28|53,Atlantia Media|Atresmedia|La Terraza Films|Ikiru Films|AP6 la película AIE,Spain,Español,,,
1184918,tt29623480,The Wild Robot,The Wild Robot,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",Discover your true nature.,2024-09-12,102,78000000,331982078,42.1683,8.311,5112,False,False,Released,/wTnV3PCVW5O92JMrFvvrRcV39RU.jpg,/1pmXyN3sKeYoUhu5VBZiDU4BX21.jpg,https://www.thewildrobotmovie.com,ANIMATION|SCIENCE_FICTION|FAMILY,16|878|10751,DreamWorks Animation,United States of America,English,,,
584855,tt23033282,Fierce Town,Злой город,"By the middle of the 12th century, the borders of the Mongolian Empire stretched from the Adriatic and Mediterranean Seas in the west to the southern lands of China in the east. The Mongolian army, under Khan Batu’s command, was known for its invisibility, destroying anyone who dared to challenge them. Yet, even within their central territories, some areas refused to bow to the Genghisids. Kozelsk was one of them. The Mongolian armies bypassed the high walls of this small town, considering that ""the skin of the wolf was not worth the risk of encountering its teeth"".However, one of the Khan’s commanders harbored a grudge against the town's citizens. Now, the people of Kozelsk must face a battle against the strongest army in the world, with no hope of victory. This is a story about people facing their death. Some try to escape, others are willing to do anything to survive, but most are prepared to protect their city from the relentless storms of the Mongolian hordes.",A legend born in battle,2025-01-30,0,0,0,78.6642,7.5,4,False,False,Released,/vYiq2eZKASt3YAbiVX8xpolZisG.jpg,/fOcAU0Jzw4sx4aUTopRavJrLHeF.jpg,,DRAMA|HISTORY|ACTION,18|36|28,"Film company ""22""",Russia,Pусский,,,
157336,tt0816692,Interstellar,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,Mankind was born on Earth. It was never meant to die here.,2014-11-05,169,165000000,746606706,39.8915,8.456,37343,False,False,Released,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,/l33oR0mnvf20avWyIMxW02EtQxn.jpg,http://www.interstellarmovie.net/,ADVENTURE|DRAMA|SCIENCE_FICTION,12|18|878,Legendary Pictures|Syncopy|Lynda Obst Productions,United Kingdom|United States of America,English,,,
1239193,tt31121295,Deep Cover,Deep Cover,"Kat is an improv comedy teacher beginning to question if she’s missed her shot at success. When an undercover cop offers her the role of a lifetime, she recruits two of her students to infiltrate London’s gangland by impersonating dangerous criminals.","If you want to survive, improvise.",2025-06-12,99,0,0,102.0538,6.689,243,False,False,Released,/1vXTHTbSQJs9r2hp4Uk08XzKwPp.jpg,/lOje1iz4VYWELYWRkZAwI7oIJd0.jpg,https://www.amazon.com/gp/video/detail/B0F3SQQ3BH,ACTION|COMEDY|CRIME,28|35|80,Metronome Film Company|Parkes+MacDonald Image Nation|Metro-Goldwyn-Mayer,United States of America,English,,,
155,tt0468569,The Dark Knight,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",Welcome to a world without rules.,2008-07-16,152,185000000,1004558444,27.8052,8.521,34001,False,False,Released,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,/enNubozHn9pXi0ycTVYUWfpHZm.jpg,https://www.warnerbros.com/movies/dark-knight/,DRAMA|ACTION|CRIME|THRILLER,18|28|80|53,Warner Bros. Pictures|Legendary Pictures|Syncopy|DC,United Kingdom|United States of America,English|普通话,,,
1171101,tt23846482,Kuberaa,కుబేర,"A ruthless billionaire, Neeraj, uses beggars as benamis to launder money, with the help of a disgraced civil submit servant, Deepak. One of the beggars, Deva, escapes with ₹10,000 crores and becomes the target of a deadly manhunt. He meets Sameera, who joins him in his mission to use the money to uplift society's poor. With Deepak's help, Deva fights back.",,2025-06-19,185,13835950,0,10.6593,7.5,6,False,False,Released,/xjLC5DeA4FQTBv4xe8r3wYqh8lu.jpg,/nbyTX77u3qELm9DYPgYfva7vAwj.jpg,,CRIME|THRILLER|DRAMA,80|53|18,Sree Venkateswara Cinemas LLP|Amigos Creations,India,తెలుగు,,,
40096,tt0271383,A Dog's Will,O Auto da Compadecida,"The lively João Grilo and the sly Chicó are poor guys living in the hinterland who cheat a bunch of people in a small town in Northeastern Brazil. When they die, they have to be judged by Christ, the Devil and the Virgin Mary before they are admitted to paradise.",Lying with faith is not always a sin.,2000-09-15,104,0,4903192,1.9186,8.4,1165,False,False,Released,/aovknfdLnFp1IiWi3yvTAg8Gm5k.jpg,/alQqTpmEkxSLgajfEYTsTH6nAKB.jpg,,COMEDY|DRAMA|FANTASY,35|18|14,Lereby Produções|Globo Filmes|Estúdios Globo,Brazil,Português|Latin,,,
1232546,tt30955489,Until Dawn,Until Dawn,"One year after her sister Melanie mysteriously disappeared, Clover and her friends head into the remote valley where she vanished in search of answers. Exploring an abandoned visitor center, they find themselves stalked by a masked killer and horrifically murdered one by one...only to wake up and find themselves back at the beginning of the same evening.",Every night a different nightmare.,2025-04-23,103,15000000,52794193,54.0377,6.601,744,False,False,Released,/juA4IWO52Fecx8lhAsxmDgy3M3.jpg,/icFWIk1KfkWLZnugZAJEDauNZ94.jpg,https://untildawn.movie,HORROR|MYSTERY,27|9648,PlayStation Productions|Coin Operated|Mångata|Vertigo Entertainment|Screen Gems,United States of America,English,,,
617126,tt10676052,The Fantastic Four: First Steps,The Fantastic Four: First Steps,"Against the vibrant backdrop of a 1960s-inspired, retro-futuristic world, Marvel's First Family is forced to balance their roles as heroes with the strength of their family bond, while defending Earth from a ravenous space god called Galactus and his enigmatic Herald, Silver Surfer.",Welcome to the family.,2025-07-23,115,0,0,38.6655,0.0,0,False,False,Post Production,/x26MtUlwtWD26d0G0FXcppxCJio.jpg,/unthV1mq9llhEinIMPcCUImFodt.jpg,https://www.marvel.com/movies/the-fantastic-four-first-steps,SCIENCE_FICTION|ADVENTURE,878|12,Marvel Studios|Kevin Feige Productions|20th Century Studios|Constantin Film,United States of America,English,,,
680,tt0110912,Pulp Fiction,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",Violence. Redemption. Cheeseburgers,1994-09-10,154,8000000,213928762,19.0848,8.5,28799,False,False,Released,/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg,https://www.miramax.com/movie/pulp-fiction/,THRILLER|CRIME|COMEDY,53|80|35,Miramax|A Band Apart|Jersey Films,United States of America,English|Español|Français,,,
170,tt0289043,28 Days Later,28 Days Later,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",The days are numbered.,2002-10-31,113,8000000,85032676,112.9066,7.236,7420,False,False,Released,/sQckQRt17VaWbo39GIu0TMOiszq.jpg,/aJFwk1clMal1prxAvKAgHxKPAf.jpg,https://www.sonypictures.com/movies/28dayslater,HORROR|THRILLER|SCIENCE_FICTION,27|53|878,DNA Films,United Kingdom,Español|English,,,
842924,tt12908150,The Life of Chuck,The Life of Chuck,"In this extraordinary story of an ordinary man, Charles 'Chuck' Krantz experiences the wonder of love, the heartbreak of loss, and the multitudes contained in all of us.",Every life is a universe all its own.,2025-06-05,111,0,7837673,8.6905,7.6,83,False,False,Released,/oumprkO9bThExP8NwxBIBnvBu2v.jpg,/zVAA1hKxxXzk85j7nCP5ELlR8Ef.jpg,https://www.neonrated.com/film/the-life-of-chuck,DRAMA|FANTASY,18|14,Intrepid Pictures|Red Room Pictures|QWGmire,United States of America,English,,,
1376434,tt36463894,Predator: Killer of Killers,Predator: Killer of Killers,"While three of the fiercest warriors in human history—a Viking raider, a ninja in feudal Japan, and a WWII pilot—are killers in their own right, they are merely prey for their new opponent: the ultimate killer of killers.",The hunt begins.,2025-06-05,85,0,0,139.075,8.0,641,False,False,Released,/2XDQa6EmFHSA37j1t0w88vpWqj9.jpg,/a3F9cXjRH488qcOqFmFZwqawBMU.jpg,https://www.20thcenturystudios.com/movies/predator-killer-of-killers,ANIMATION|HORROR|SCIENCE_FICTION|ACTION|THRILLER|ADVENTURE,16|27|878|28|53|12,20th Century Studios|Davis Entertainment|Lawrence Gordon Productions|Toberoff Productions,United States of America,English|日本語|Norsk|Español,,,
1100988,tt10548174,28 Years Later,28 Years Later,"Twenty-eight years since the rage virus escaped a biological weapons laboratory, now, still in a ruthlessly enforced quarantine, some have found ways to exist amidst the infected. One such group lives on a small island connected to the mainland by a single, heavily-defended causeway. When one member departs on a mission into the dark heart of the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other survivors as well.",In 28 days it began. In 28 weeks it spread. In 28 years it evolved.,2025-06-18,115,60000000,103000000,246.7163,7.13,385,False,False,Released,/361hRZoG91Nw6qXaIKuGoogQjix.jpg,/6WqqEjiycNvDLjbEClM1zCwIbDD.jpg,https://28yearslater.movie,HORROR|THRILLER|SCIENCE_FICTION,27|53|878,Columbia Pictures|DNA Films|Decibel Films|TSG Entertainment,United Kingdom|United States of America,English|svenska,,,
1411773,tt15682498,The Last Stand of Ellen Cole,The Last Stand of Ellen Cole,"When an evil contractor goes to extreme measures to evict a testy tenant who is standing in the way of his new project, he fails to take into account that this seemingly harmless old woman is a trained killer and will do anything to protect her beloved home.",,2024-10-18,92,0,0,38.3256,8.1,25,False,False,Released,/oq1pGVQ2t3Cy4v7sA4LRhNjtZuJ.jpg,/rRIz3KweJDjnJ4GtCZJT3JPEYgL.jpg,,ACTION|ADVENTURE,28|12,Regency Enterprises|QCODE|Automatik Entertainment|Oddfellows Entertainment|42|Subzero Film Entertainment,United States of America|Canada|United Kingdom|Finland,English,,,
12477,tt0095327,Grave of the Fireflies,火垂るの墓,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.",Why do fireflies have to die so soon?,1988-04-16,89,3700000,516962,0.0092,8.449,5938,False,False,Released,/k9tv1rXZbOhH7eiCk378x61kNQ1.jpg,/tDFvXn4tane9lUvFAFAUkMylwSr.jpg,https://gkids.com/films/grave-of-the-fireflies,ANIMATION|DRAMA|WAR,16|18|10752,Studio Ghibli,Japan,日本語,,,
1127110,tt27757546,Diablo,Diablo,"Ex-con Kris Chaney seizes the daughter of a Colombian gangster to fulfill a noble promise to the young girl's mother. When her father enlists both the criminal underworld and a psychotic killer to exact his revenge, Kris relies on everything he's ever learned to stay alive and keep his word.",There'll be hell to pay.,2025-06-13,91,0,0,169.4114,7.145,62,False,False,Released,/uFQduVyYIinJy3eLjozgfl6Xtcn.jpg,/fPWJn5pqBr8n4h0YxW3QuasdvoI.jpg,,ACTION|THRILLER,28|53,Green Dog Films|Film Mode Entertainment|Wonder Street|Vault Entertainment|Daro Films|Agora Entertainment,United States of America,Español|English,,,
1137350,tt30840798,The Phoenician Scheme,The Phoenician Scheme,"Wealthy businessman Zsa-zsa Korda appoints his only daughter, a nun, as sole heir to his estate. As Korda embarks on a new enterprise, they soon become the target of scheming tycoons, foreign terrorists, and determined assassins.",If something gets in your way: flatten it.,2025-05-23,102,30000000,27449265,90.4719,6.901,278,False,False,Released,/jtEqpy0K1iVuCebRwWqT6BZ6jLN.jpg,/bajke0ThKJ2V2iHE9DDYOJGdS7a.jpg,https://focusfeatures.com/the-phoenician-scheme,ADVENTURE|COMEDY,12|35,Indian Paintbrush|American Empirical Pictures|Studio Babelsberg,United States of America|Germany,English|Español|Français,,,
14537,tt0056058,Harakiri,切腹,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.",Who can fathom the depths of another man's heart?,1962-09-15,135,0,0,4.136,8.423,1091,False,False,Released,/5konZnIbcAxZjP616Cz5o9bKEfW.jpg,/nC3IjYhUgZWgfKfFX0ygMigFwgc.jpg,,ACTION|DRAMA|HISTORY,28|18|36,Shochiku,Japan,日本語,,,
1214667,tt30327680,Making Squid Game: The Challenge,Making Squid Game: The Challenge,"Go behind the scenes and witness how the ""Squid Game""-inspired reality show transformed from a scripted drama to a cutthroat, nail-biting competition.",Witness the creation.,2023-12-06,30,0,0,111.6484,7.804,156,False,False,Released,/78yTLvtsMntVN1cLfzBuZj870pe.jpg,/i9bhxhUBFZHorvK81GNKMJGj2Kt.jpg,https://www.netflix.com/title/81734609,DOCUMENTARY,99,,United Kingdom,English,,,
12493,tt0057565,High and Low,天国と地獄,"In the midst of an attempt to take over his company, a powerhouse executive is hit with a huge ransom demand when his chauffeur's son is kidnapped by mistake.","Stark, intense drama almost beyond belief!",1963-03-01,142,250000,0,3.7432,8.347,989,False,False,Released,/tgNjemQPG96uIezpiUiXFcer5ga.jpg,/adkWjKeklbfVIw9y2KKPSCwZl9N.jpg,,DRAMA|CRIME|MYSTERY|THRILLER,18|80|9648|53,TOHO|Kurosawa Production,Japan,日本語,,,
378064,tt5323662,A Silent Voice: The Movie,映画 聲の形,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?",Sometimes the answer is as simple as learning to listen.,2016-09-17,129,0,30819442,8.2421,8.386,4150,False,False,Released,/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg,/5lAMQMWpXMsirvtLLvW7cJgEPkU.jpg,http://asilentvoice.com.au/,ANIMATION|DRAMA|ROMANCE,16|18|10749,Kyoto Animation|ABC Animation|Kodansha|Pony Canyon|Quaras|Shochiku,Japan,日本語,,,
